Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Confidence Level),Custom field (Development),Custom field (Epic Link),Custom field (Raised During),Custom field (Rank),Sprint,Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment
Categorize question as new or updated,CGAA-420,15350,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,30/Jan/15 3:35 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a member of the editorial team working through my workflow queue 
I can easily distinguish newly submitted questions from questions that are being updated
so that I can choose which to work on",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-5,,1|i004qn:,,,,,,,,
Task assigner/expediter can determine availability & capacity,CGAA-361,15179,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 3:24 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*General concepts*
A list of all questions to allow an assigner to understand
- what questions have a full team (or have tasks that need an assignee)
- where progress stands on each task
A list of all team members to allow an assigner to understand
- which questions each team member has in their queue (indicating who has a full schedule and who has availability, what categories they have experience in)
- where a given team member's progress stands on a given question's tasks

*Feature*
As a content expediter, I can look at multiple queues at once so that I can move questions forward in the process

*Provisional scenario*
As a content expediter, I can look at submissions in research (called ""researcher processed"" in current site) and the writer's queue (i.e. ""writer assignments"") so that I can move questions forward in the process

I manually determine how complete the research effort is
reliable resources
comments
conclusion

*Scenario*
As a content expediter, I can look at ""writer processed"" and ""editor assignments"" so that I can move questions forward in the process",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004qf:,,,,,,,,
Manager makes changes without going through workflow again,CGAA-275,14801,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,07/Dec/14 9:45 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"*Story*
In order to maintain the quality of published content, as an editor / manager I can make changes (e.g. fix a typo or change contact information) and have those changes go live without review",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-5,,1|i004pz:,,,,,,,,
Alice! team subscribes to content,CGAA-12,11524,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,bridget,bridget,13/Apr/14 8:00 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a user of the system, in order to track the status of a reader question, I receive a notification.
[wording from Kay]",,bridget,laci,,,,,,,,,,,,CGAA-200,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004pj:,,,,2014-12-08 13:48:04.7,"08/Dec/14 8:48 AM;laci;This should be doable by Workbench Email, or if it's not reliable/flexible enough, then Rules. (The latter has more installs and it's better for exporting purposes like using Features).",,,
access/visibility: efficiency versus privacy etc.,CGAA-346,15164,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,05/Jan/15 10:10 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Scope*
Address considerations around Alice! editorial team field/node access/visibility controls (including permissions)
- efficiency: seeing just the fields I need for the task at hand.
- training: understanding what I should and shouldn't do.
- accidental breakage: making only my intended edits to field values.
- attribution: knowing who made any given change.
- privacy (not generally applicable): allowing only an intended audience to view certain content.

Feature: Show fields for basic research
  In order to work efficiently and confidently
  As an Alice! team member assigned a basic research task
  I can see (only) the fields required for that specific task

  @javascript
  Scenario: Adding research sources that I found during a rapid survey of available research
    Given I am logged in as Alice Blue # Alice Blue has all permissions needed to perform basic research tasks; @TODO determine scope of basic research tasks
    When I try to post new research to the question ""Why do birds suddenly appear?""
    Then I see a ""Research"" form element
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,{},CGAA-5,,1|i004pb:,,,,,,,,
"Read question, summaries of work before taking next steps",CGAA-344,15162,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,02/Jan/15 6:00 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As an editorial team member
I can review all existing summaries of work back-to-back before starting my effort
So that the subtleties of my team mates' thinking can inform my own contribution to the effort

*Scenario*
As a trainer of question admins
I can help them understand they need to read a question before taking action on it

vs processing a question before I open it

however, spam that can be recognzied without opening it can still be handled",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-5,,1|i004ov:,,,,,,,,
Reader responses are reviewed and published,CGAA-318,15136,Story,Reopened,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,23/Dec/14 11:23 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,mutp3: management,,0,,,"As a graduate student with the ability to work on reader responses
I can read the reader response and decide if it is worth publishing and  I can publish it or I can send it to a manager for review
so that the reader response can be handled without additional workflow

I can indicate a state
so that I can filter responses and work efficiently (example: the queue of new submissions isn't cluttered with things I've made a decision on)

Proposed decision states:
no decision made
pass
in progress
published

Proposed requirements flags:
need manager attention / manager input available (make consistent with flags on Question)",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-5,,1|i004of:,,,,2015-01-05 12:48:34.676,05/Jan/15 7:48 AM;laci;Duplicate of CGAA-186,16/Mar/15 2:34 AM;leslieg;This story is for reader responses. CGAA-186 is for reader input. workflow is different,,
Publish updates to questions (review process),CGAA-82,11825,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,28/Apr/14 4:17 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,mutp3: management,,0,,,"As manager, choose to publish/unpublish a question and re-queue for review",,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004nz:,,,,,,,,
Publish (typically) scheduled content,CGAA-106,11853,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,29/Apr/14 10:39 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,mutp3: management,,0,,,As a manager in the workflow process I can choose to publish a question,,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-5,,1|i004nr:,,,,,,,,
Assign question to specific user,CGAA-46,11678,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,nicl,nicl,21/Apr/14 5:00 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Features of assigner’s tools* 

As assigner
I can select the person to do the next task 
I can do so once the previous focus is completed (e.g. research, writing or editing focuses) 
or I can preselect them at any point in the process.
And
I can choose whether I assign while looking at question node (important) 
or I can assign while looking at the availability dashboard (i.e. the display of team members and their current workload -- e.g. questions grouped by assignees).

*Later considerations, not for sprint 3 demo*
- determine who needs notification (which 'hats' are those notification recipients wearing)
- efficiency/privacy: access does not require that others be blocked from seeing; they just need an efficient interface that lets them focus on their list of todo items

*In other words (in case the way it was spelled out before is clearer)*
*Story stub*
In order to assign a question to specific users on the editorial team, 
I can assign questions when it is ready for them to take on or in advance.
So that the people involved understand what they need to work on when it is ready for them to work on it.

*Current process works for the team - for reference only*
The manager can assign a specific researcher, writer, and editor to a question based on who is best suited to answer the particular question. The manager does not make these assignments for all new question submissions. As the question goes through the workflow process the question moves to the pre-assigned user at that stage.

*MVP*
Use Content Activity Stream with the following filters:
* Filter: type=task, admin decision=recommend, publish status=no
* Group by: question
* Sort by: question DESC
* Operations: Assign task, Update task",,kay v,laci,nicl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2=Likely,{},CGAA-5,,1|i004nj:,,,,2014-12-08 13:53:11.916,"21/Apr/14 5:02 PM;nicl;Also applies for writer, editor and vice versa assignments",08/Dec/14 8:53 AM;laci;@Leslie suggested using workbench_assignee.module,,
Recommended question queue,CGAA-26,11625,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,bridget,bridget,14/Apr/14 9:33 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"As a manager
 I can view the questions that have been recommended by the question administrator
so that I can indicate which ones should be answered by the team.",,bridget,kathlynw,laci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004nb:,,,,2014-12-08 13:35:51.908,"08/Dec/14 8:35 AM;laci;Is this ""recommended"" thing a special flag on the question (node), or when the admin doesn't recommend a question it means the question simply gets deleted?","12/Dec/14 4:37 PM;kathlynw;Submitted questions are typically either ""recommended"" and moved forward to the ""Question Admin — Processed queue"" or ""passed"" and then archived (both actions are taken within the Question Admin role). We rarely delete questions that are submitted to the site.",,
New question submission queue,CGAA-32,11634,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,bridget,15/Apr/14 10:53 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Story stub*
As a task assigner managing the new submission queue
I can select a reviewer for one or more submissions
In order to effectively manage the new question submissions across the available reviewers (question admins and anyone that can wear the reviewer hat), 

*Current process for works for the team - for reference only*
A manager can view new questions submitted on a particular day of the week in a queue corresponding to the day they were submitted so that they can effectively manage workflow",,bridget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-5,,1|i004n3:,,,,,,,,
Designate workflow for a submission,CGAA-27,11626,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,bridget,14/Apr/14 9:53 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"*Feature*
As the website daemon 
I can distinguish between types of reader submission (e.g. question, reader response, media inquiry)

*Scenario*

*Additional information*
Workflows may differ based on:
- different submission types (question, reader response, press request,...)
- questions that are new vs questions that need review",,bridget,kay v,laci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-5,,1|i004mv:,,,,2014-04-17 12:53:11.766,"17/Apr/14 8:53 AM;kay v;2 content types (possibly more)
- reader questions http://goaskalice.columbia.edu/ask-alice
- press request http://goaskalice.columbia.edu/node/26","08/Dec/14 8:38 AM;laci;We already agreed that we will NOT need multiple workflows for the same content type as it gets everybody's life complicated. It is soo much easier both to understand and to implement one single workflow for a content type.
OTOH, it's technically possible to have different workflows for different content types. Additionally, it's definitely possible to have the same workflow for two (or more) different content types.",,
"Indicate intent for content, progress, etc.",CGAA-363,15181,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 3:44 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature: New Questions enter workflow*
In order to have work start on a newly submitted Question 
As a Question admin (or any member of the editorial team)
I can indicate that a given Question should enter the editorial workflow.

Scenario: distinguish spam and ham
Given I am a Question admin (or any member of the editorial team)
When I visit [queue of new submissions]
And I see ""This node is ham"" for ""Subject""
And [vbo_checkbox] is ""Null""
And I see ""This node is spam"" for ""Subject""
And I check [vbo_checkbox]
And I press ""Mark as spam""
Then [spam handling process]

Scenario: recommending and deciding to pass on a given Question 
Given I am a Question admin (or any member of the editorial team)
When I visit ""/node/1""
And I see ""This text has an error that someone should report"" for ""Answer""
And I check ""

*Feature: Published content needs attention*
In order to improve the currency, accuracy, etc. of published content
As any user
I can indicate a piece of published content needs attention

Scenario: 
Given I am a Question admin (or any member of the editorial team)
When I visit ""/node/1""
And I see ""This text has an error that someone should report"" for ""Answer""
And I check ""

*Feature: Published content re-enters the editorial workflow*

*Feature: Prioritizing submissions*
As the person responsible for the editorial calendar, I can indicate which Questions should get attention soonest so that the Alice! team's efforts focus on the items slated for publication.

Given I am a Question admin (or any member of the editorial team)
When I visit ""/node/1""
And I see ""This text has an error that someone should report"" for ""Answer""
And I check ""

*Feature*
Submissions in the editorial workflow can assume the following statuses:
- pass
- recommended
- assign
- action required
- ready to publish
- live
- suspend
- delete spam

Values not requiring

h1. *Feature: manager attention*
As a member of the editorial team, I can indicate that a submission needs another team member's attention 

applies to
- media inquiries (does not affect content; shouldn't have a queue --needs user story)
- comments/corrections/feedback (may affect content; often switched to another queue --needs user story)
- content/collab (does not affect content; shouldn't have a queue --needs user story)
- questions
- reader responses

considerations
- ergonomics --create notification while still in queue 
- accountability --track each step of the process

*Feature*
As a member of the editorial team, I can ask for input on any piece of content I'm working on from the manager

*Scenario*
As a reader response reader I am reviewing a reader response that I would like manager input on

*Scenario*
Notification",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004mn:,,,,,,,,
Divide up Question admin tasks,CGAA-343,15161,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,02/Jan/15 5:54 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Story stub*
In order to divide the work of reviewing new questions fairly and predictably across the available question admins, 
as the site daemon I can ...

Note: assignment is for efficiency only, not privacy.

Remaining questions for editorial team:
- is part of the reason questions are assigned rather than claimed 

*Current process for works for the team - for reference only*
Questions that come in on a specific day are the responsibility of the question admin scheduled for that day. Substitutions take place. All submissions need review within 30 days.",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004mf:,,,,,,,,
Activity stream,CGAA-689,15858,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,10/Mar/15 10:10 AM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an Alice team member, 
I can see at a glance what questions / research / resources / responses / discussions, etc. are changing
So that I understand the bigger picture of work taking place

I can filter to see items I am subscribed to (either I've interacted with the entity or someone has subscribed me to it)
So that I get the updates that most affect me.

other possible needs to listen for in client feedback and then evaluate
keyword search, filter by type, filter/order by priority, select a date range (not mvp), user who made most recent change

examples of items in the activity stream
discussion of direction research should go, or let's be sure we cover xyz in the answer)
Katie might say ""sent back to researcher"" and give comments about what is needed

*MVP*
Use Content Activity Stream with the following filters:
* Filter: none
* Sort: none
* Grouping: none
* Operations: none",,fletcher b,,,,,,,,,,,,,CGAA-679,CGAA-579,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004lz:,,,,,,,,
Collect and summarize research,CGAA-481,15417,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,06/Feb/15 8:52 AM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a researcher writing my findings
I will need to summarize each piece of research, summarize the body of research and add my conclusion
so that others don't have to read the research themselves",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-6,,1|i004lr:,,,,,,,,
Assign editorial team tasks,CGAA-360,15178,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 3:14 PM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As a task assigner, I can communicate clearly what responsibilities a person has on a given submission, including adding a note like 'make sure you address the nosebleed detail that is mostly hidden in a complicated sentence.' --something very specific to the assigner's observations about the challenges on that (and only that) submission.

*Feature*
As a task assigner, I confirm/edit a user's role; 

*Scenario:* As a task assigner, I can see how much each person has assigned
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004lj:,,,,,,,,
Evaluate anonymously submitted form values,CGAA-356,15174,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 2:03 PM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As member of editorial team reading a submission that came through the wrong form, I can place it to the correct queue",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004lb:,,,,,,,,
Prioritize questions,CGAA-24,11623,Story,Reopened,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,bridget,bridget,14/Apr/14 9:16 PM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a manager, I can re-order, sort, and view questions in a way that reflects their relative priorities, so that my team and I can work effectively.",,bridget,kay v,laci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-5,,1|i004l3:,,,,2015-07-15 17:10:50.237,"15/Jul/15 1:10 PM;laci;Set up Question.Priority as discussed with [~kay v], checked its display and field_permissions then exported it on/from crrc2.dev.",22/Jul/15 4:08 AM;kay v;reopening story so we can use it for user testing and acceptance,,
Categorize content,CGAA-391,15306,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,amanda,amanda,22/Jan/15 5:13 PM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,,,0,user_feedback,,"As an anonymous site visitor viewing a Q&A
I can see the related categories in a hierarchical view
in order to understand how to find questions similar to this one
",,amanda,,,,,,,,,,,,,CGAA-392,,,,,,,,,,,,,,22/Jan/15 5:13 PM;amanda;jira-capture-screenshot-20150122-171134-534.png;https://ownsourcing.atlassian.net/secure/attachment/12908/jira-capture-screenshot-20150122-171134-534.png,22/Jan/15 5:13 PM;amanda;jira-capture-screenshot-20150122-171157-462.png;https://ownsourcing.atlassian.net/secure/attachment/12909/jira-capture-screenshot-20150122-171157-462.png,,,3.0,4=Unknown,{},CGAA-113,,1|i004kv:,,,bonfire.testingstatus.notstarted,,,,,
Preserve audit trail of content,CGAA-140,12025,Story,Reopened,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,07/May/14 10:50 AM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,s3 user test workflow tools,,0,,,"*Feature*
Preserve audit trail of content

*scenario: Major change to a published question*
As a member of the editorial team tasked with considering MAJOR changes to a PUBLISHED question THAT WILL REMAIN PUBLISHED while work is in progress,
I can create a new copy 
so updates to the question can be made and the existing (unchanged) public version can remain available.

When updates are complete, I have a simple process for replacing the old question with the new one and preserving the entire history (old question and new in a continuously auditable trail)

*scenario: Minor change to a published question*

*scenario: Major change to a piece of research*

*scenario: Minor change to a piece of research*",,kay v,laci,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004kn:,,,,2015-02-19 10:10:54.872,"19/Feb/15 5:10 AM;laci;Updated the reader_question cloning mechanism, so it now updates all the questions that marked the original (to-be-cloned) question as a related question to include the new clone as a related question as well. Cloning of a reader question is triggered by a button on that reader question's comment_alter form.

I'm skipping the research cloning this time to have a feedback if we're on the right track with this approach, because if we weren't, then it'd be a waste of time to work on the research cloning.",19/Feb/15 7:43 AM;kay v;thanks [~laci]; please add link (not seeing on http://gaasp3w14kq54xntmk.devcloud.acquia-sites.com),"19/Feb/15 7:44 AM;laci;To test: have a question which is referred to by several others and make a clone of it by pressing the button at the bottom of the comment_alter form. When this is done, all the referencing questions should include the new clone as well amongst their related_questions.",19/Feb/15 7:47 AM;laci;http://gaasp3w14kq54xntmk.devcloud.acquia-sites.com/node/476 is the referencing one which got updated when http://gaasp3w14kq54xntmk.devcloud.acquia-sites.com/node/481 got created as a clone of http://gaasp3w14kq54xntmk.devcloud.acquia-sites.com/node/471
Relate research to questions,CGAA-115,11877,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,01/May/14 12:32 AM,12/Aug/15 3:21 PM,13/Feb/18 9:40 PM,,,Sprint 3,,0,,,"*Feature*
As a researcher
In order to provide a survey of available research on a given question
I can find relevant pieces of research that have already been associated with other questions
And
I can save bibliographic information of relevant pieces of research not previously on the site and relate it to the given question
And
I can summarize each cited piece of research
And
I can write a conclusion drawn from all cited pieces

*Requirement: search for relevant research*
I can browse (or perform keyword search of) all published questions and research

*Requirement: create relationship*
I can attach all relevant nodes 
- to the question I'm researching
- to other (published or unpublished) questions

*Requirement: ...*",,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1=High,{},CGAA-6,,1|i004kf:,,"10022, ",bonfire.textingstatus.complete,,"05/Feb/15 7:14 AM;kay v;[~leslieg] and [~fletcher b]: [~laci] and I believe this story can (and needs to be) tested in sprint 3. The solution will be a partial one, and won't include all the requirements we believe the story has. However, it should be enough to request feedback on all the baseline features / scenarios / requirements.",,,
"As a writer, I might also want to leave comments about the response rather than the research.",CGAA-589,15688,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:33 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,on_hold,user_feedback,"Is this a static title in the Discussion feature? Does it capture all of the types of coments that could be logged in this feature? Universally, it could be used by the researcher/writer/editor/manager roles for a variety of reasons. ",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:33 PM;kathlynw;Discussion feature.png;https://ownsourcing.atlassian.net/secure/attachment/13143/Discussion+feature.png,,,,3.0,4=Unknown,{},CGAA-6,,1|i004k6:v,,,bonfire.testingstatus.notstarted,,,,,
"As a writer, I like this feature to indicate in what stage the submission is in once it's in my queue.",CGAA-588,15687,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:31 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,ready_for_ticketing,user_feedback,"As a manager, it might be helpful to see what status are in each role on a main dashboard. Say for instance, I'd like to see which submissions all of the writers are currently working on. It'd be great to have a searchable feature in the manager's dashboard that can filter by what submissions are currently in progress in the writer, researcher, and editor roles.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:31 PM;kathlynw;Writing status.png;https://ownsourcing.atlassian.net/secure/attachment/13142/Writing+status.png,,,,3.0,4=Unknown,{},CGAA-6,,1|i004k6:r,,,bonfire.testingstatus.notstarted,,,,,
"As a writer, I will not need to delete spam, or second a recommendation on a question. ",CGAA-587,15686,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:28 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,ready_for_ticketing,user_feedback,"Perhaps this could be made static once set by the manager? The information could be helpful to me as a writer, but I do not need to manipulate or change this information.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:28 PM;kathlynw;Question admin decision.png;https://ownsourcing.atlassian.net/secure/attachment/13141/Question+admin+decision.png,,,,3.0,2=Likely,{},CGAA-6,,1|i004k6:i,,,bonfire.testingstatus.notstarted,,,,,
"As a writer, I do not need to manipulate ""Scheduled to be reviewed on"" or ""Scheduled to be pulblished on""",CGAA-586,15685,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:27 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,ready_for_ticketing,user_feedback,"The information might be helpful to me (to know that this is a question that I am updating by knowing the ""Scheduled to be reviewed on"" date) but I do not need to change or manipulate this date. It could confuse me to have it be an editable space.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:27 PM;kathlynw;jira-capture-screenshot-20150218-152524-824.png;https://ownsourcing.atlassian.net/secure/attachment/13140/jira-capture-screenshot-20150218-152524-824.png,,,,3.0,1=High,{},CGAA-6,,1|i004k6:,,,bonfire.testingstatus.notstarted,,,,,
"As a writer, placement of the research conclusions on the page when I open up a submission is good ",CGAA-585,15684,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:25 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,on_hold,user_feedback,"Having it front and center first thing when I open up the submission is good. When I scroll down, I can get more specific information from the individual sources.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:25 PM;kathlynw;conclusions drawn from cited research.png;https://ownsourcing.atlassian.net/secure/attachment/13139/conclusions+drawn+from+cited+research.png,,,,3.0,1=High,{},CGAA-6,,1|i004k5:,,,bonfire.testingstatus.notstarted,,,,,
"As a writer, I'd like to be able to add a small amount of research to supplement the research attached to a submission.",CGAA-584,15683,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Feb/15 3:22 PM,12/Aug/15 3:20 PM,13/Feb/18 9:40 PM,,,,,0,ready_for_ticketing,user_feedback,"Sometimes, a writer identifies a gap within the research and is able to locate reserach to inform their written response. In that case, we as the writer to submit a supplemental reserach document. In the demo version, I'm unsure where they would add research. It would be good to differentiate where they can find the compiled research and where they can add in supplemental research if necessary.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Feb/15 3:22 PM;kathlynw;Supporting materials.png;https://ownsourcing.atlassian.net/secure/attachment/13137/Supporting+materials.png,18/Feb/15 3:22 PM;kathlynw;current CMS supplemental upload.png;https://ownsourcing.atlassian.net/secure/attachment/13138/current+CMS+supplemental+upload.png,,,3.0,4=Unknown,{},CGAA-6,,1|i004k3:,,,bonfire.testingstatus.notstarted,,,,,
profile of a fresh docroot,CGAA-698,15867,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Done,,kay v,kay v,13/Mar/15 6:57 PM,12/Aug/15 2:24 PM,13/Feb/18 9:40 PM,12/Aug/15 2:12 PM,,,,0,,,"as a developer
each time I fire up a new docroot, I get a common starting point with a choice of key extras
- minimal or a copy of cleanroom
- no content or prepopulated with sample content
- bartik and seven or zen
so that the docroot is either a very simple build or a more complete reflection of the state of development",,kay v,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-19,,1|hzzn1f:,,,,2015-08-12 18:12:14.468,12/Aug/15 2:12 PM;leslieg;fixed in prod,12/Aug/15 2:24 PM;leslieg;fixed/done in prod,,
